AWAY,HOME,HOME_TEAM_RESULT,W%,Off,K%,AVG,P_Index,B_index
Pirates,Rockies,L,-0.018518519,-15.9,0,0.018,0.6,1.8
Royals,Angels,W,-0.043209877,59,-3.8,-0.001,-2.13,-3.9
Astros,Mariners,W,0.012345679,38.5,-2.7,0.012,-1.26,-1.5
Marlins,Dodgers,L,0.071045165,36.1,1.6,-0.014,2.35,0.2
Padres,Giants,W,0.117283951,54.8,-7.3,0.023,1.25,-5
Phillies,Nationals,L,0.148148148,132.6,-2.8,0.016,2.28,-1.2
WhiteSox,BlueJays,L,0.067901235,43.3,0.9,-0.009,0.67,0
Orioles,Rays,W,-0.12962963,-30.4,2.8,-0.013,1.88,1.5
RedSox,Braves,L,-0.151713826,-228.2,1.6,-0.027,-2.29,-1.1
Reds,Mets,W,0.117283951,55.2,0.2,-0.01,2.07,-0.8
Athletics,Tigers,L,0.108235565,117.2,2.3,0.021,0.83,4.4
Brewers,Cubs,W,0.185185185,115.4,-4.4,0.012,4.35,-3.2
Yankees,Rangers,W,0.067901235,31.6,0.4,0.01,-4.18,1.4
Indians,Twins,W,-0.219653401,-57.1,2.6,-0.011,-3.07,1.5
Pirates,Rockies,L,-0.018518519,-15.9,0,0.018,0.6,1.8
Royals,Angels,W,-0.043209877,59,-3.8,-0.001,-2.13,-3.9
Astros,Mariners,W,0.012345679,38.5,-2.7,0.012,-1.26,-1.5
Marlins,Dodgers,L,0.071045165,36.1,1.6,-0.014,2.35,0.2
Padres,Giants,W,0.117283951,54.8,-7.3,0.023,1.25,-5
Padres,Giants,W,0.117283951,54.8,-7.3,0.023,1.25,-5
Phillies,Nationals,L,0.148148148,132.6,-2.8,0.016,2.28,-1.2
WhiteSox,BlueJays,L,0.067901235,43.3,0.9,-0.009,0.67,0
Braves,RedSox,W,0.151713826,228.2,-1.6,0.027,2.29,1.1
Orioles,Rays,L,-0.12962963,-30.4,2.8,-0.013,1.88,1.5
Reds,Mets,W,0.117283951,55.2,0.2,-0.01,2.07,-0.8
Athletics,Tigers,W,0.108235565,117.2,2.3,0.021,0.83,4.4
Yankees,Rangers,W,0.067901235,31.6,0.4,0.01,-4.18,1.4
Indians,Twins,L,-0.219653401,-57.1,2.6,-0.011,-3.07,1.5
Pirates,Rockies,L,-0.018518519,-15.9,0,0.018,0.6,1.8
Royals,Angels,W,-0.043209877,59,-3.8,-0.001,-2.13,-3.9
Astros,Mariners,L,0.012345679,38.5,-2.7,0.012,-1.26,-1.5
Marlins,Dodgers,L,0.071045165,36.1,1.6,-0.014,2.35,0.2
Athletics,Tigers,W,0.108235565,117.2,2.3,0.021,0.83,4.4
Brewers,Cubs,W,0.185185185,115.4,-4.4,0.012,4.35,-3.2
Phillies,Nationals,L,0.148148148,132.6,-2.8,0.016,2.28,-1.2
WhiteSox,Orioles,W,0.067901235,48.1,0.7,-0.001,0,0.6
Braves,RedSox,L,0.151713826,228.2,-1.6,0.027,2.29,1.1
Marlins,Dodgers,L,0.071045165,36.1,1.6,-0.014,2.35,0.2
Braves,Cubs,W,0.213442221,165.7,1.1,0.001,3.34,1.2
WhiteSox,Orioles,W,0.067901235,48.1,0.7,-0.001,0,0.6
Reds,Pirates,W,0.061728395,52.2,0.2,0.001,-0.69,0.3
Indians,Phillies,W,-0.145579327,-169.3,2.8,-0.022,-1.32,0.6
Yankees,RedSox,W,0.055555556,164.6,-1.2,0.03,-0.86,1.8
Giants,Mets,W,0,-0.5,3.6,-0.012,1.29,2.4
BlueJays,Rays,L,-0.12962963,-25.6,2.6,-0.005,1.21,2.1
Angels,Rangers,W,0.12962963,11.1,3.6,0.002,0.2,3.8
Tigers,Twins,L,-0.16996396,-42.8,1.5,-0.016,-0.65,-0.1
Marlins,Brewers,L,-0.040065946,-5.6,5.7,-0.019,-3.35,3.8
Nationals,Cardinals,L,-0.055555556,27,1,-0.001,-3.04,0.9
Astros,Athletics,W,-0.092592593,-101.7,-4.4,-0.001,-2.85,-4.5
Royals,Mariners,W,0.030864198,123,0.5,-0.002,0.39,0.3
Padres,Dodgers,L,0.141975309,61,-3.6,0.014,4.76,-2.2
Tigers,Twins,L,-0.16996396,-42.8,1.5,-0.016,-0.65,-0.1
Nationals,Cardinals,L,-0.055555556,27,1,-0.001,-3.04,0.9
Astros,Athletics,W,-0.092592593,-101.7,-4.4,-0.001,-2.85,-4.5
Giants,Mets,W,0,-0.5,3.6,-0.012,1.29,2.4
BlueJays,Rays,W,-0.12962963,-25.6,2.6,-0.005,1.21,2.1
WhiteSox,Orioles,L,0.067901235,48.1,0.7,-0.001,0,0.6
Reds,Pirates,W,0.061728395,52.2,0.2,0.001,-0.69,0.3
Indians,Phillies,W,-0.145579327,-169.3,2.8,-0.022,-1.32,0.6
Marlins,Brewers,L,-0.040065946,-5.6,5.7,-0.019,-3.35,3.8
Yankees,RedSox,W,0.055555556,164.6,-1.2,0.03,-0.86,1.8
Angels,Rangers,W,0.12962963,11.1,3.6,0.002,0.2,3.8
Padres,Dodgers,L,0.141975309,61,-3.6,0.014,4.76,-2.2
Royals,Mariners,W,0.030864198,123,0.5,-0.002,0.39,0.3
Giants,Mets,L,0,-0.5,3.6,-0.012,1.29,2.4
BlueJays,Rays,L,-0.12962963,-25.6,2.6,-0.005,1.21,2.1
WhiteSox,Orioles,L,0.067901235,48.1,0.7,-0.001,0,0.6
Reds,Pirates,L,0.061728395,52.2,0.2,0.001,-0.69,0.3
Tigers,Twins,L,-0.16996396,-42.8,1.5,-0.016,-0.65,-0.1
Marlins,Brewers,W,-0.040065946,-5.6,5.7,-0.019,-3.35,3.8
Nationals,Cardinals,L,-0.055555556,27,1,-0.001,-3.04,0.9
Braves,Cubs,L,0.213442221,165.7,1.1,0.001,3.34,1.2
Indians,Phillies,W,-0.145579327,-169.3,2.8,-0.022,-1.32,0.6
Angels,Rangers,L,0.12962963,11.1,3.6,0.002,0.2,3.8
Astros,Athletics,L,-0.092592593,-101.7,-4.4,-0.001,-2.85,-4.5
Royals,Mariners,L,0.030864198,123,0.5,-0.002,0.39,0.3
Padres,Dodgers,W,0.141975309,61,-3.6,0.014,4.76,-2.2
Yankees,RedSox,W,0.055555556,164.6,-1.2,0.03,-0.86,1.8
Cubs,Pirates,L,-0.154320988,-83.4,0.2,0.001,-3.63,0.3
Rangers,BlueJays,L,-0.037037037,28.6,1.9,-0.014,2.21,0.5
Braves,Mets,W,0.114676789,85.3,1.3,-0.009,2.47,0.4
Giants,Reds,L,-0.117283951,-55.7,3.4,-0.002,-0.78,3.2
Angels,Brewers,W,-0.00617284,-33.8,9.1,-0.016,0.22,7.5
Twins,Astros,L,0.154320988,27.3,0.6,-0.004,2.67,0.2
Phillies,Cardinals,W,0.092592593,159.6,-1.8,0.015,-0.76,-0.3
Nationals,Royals,L,-0.086419753,-77.6,0,0.005,-3.01,0.5
Mariners,Athletics,L,-0.104938272,-140.2,-1.7,-0.013,-1.59,-3
Rockies,Padres,W,-0.043209877,-35.4,3.7,-0.04,-0.38,-0.3
Tigers,Indians,W,0.049689441,14.3,-1.1,-0.005,2.42,-1.6
Cubs,Pirates,L,-0.154320988,-83.4,0.2,0.001,-3.63,0.3
Yankees,Orioles,W,0.030864198,65,2.1,0.004,-2.64,2.5
Rangers,BlueJays,W,-0.037037037,28.6,1.9,-0.014,2.21,0.5
Braves,Mets,L,0.114676789,85.3,1.3,-0.009,2.47,0.4
Dodgers,Rays,L,-0.141975309,6.2,3.1,-0.006,-2.3,2.5
Giants,Reds,L,-0.117283951,-55.7,3.4,-0.002,-0.78,3.2
RedSox,WhiteSox,W,-0.092592593,-147.7,2.6,-0.025,-1.78,0.1
Angels,Brewers,W,-0.00617284,-33.8,9.1,-0.016,0.22,7.5
Twins,Astros,W,0.154320988,27.3,0.6,-0.004,2.67,0.2
Phillies,Cardinals,L,0.092592593,159.6,-1.8,0.015,-0.76,-0.3
Nationals,Royals,W,-0.086419753,-77.6,0,0.005,-3.01,0.5
Mariners,Athletics,L,-0.104938272,-140.2,-1.7,-0.013,-1.59,-3
Rockies,Padres,W,-0.043209877,-35.4,3.7,-0.04,-0.38,-0.3
Cubs,Pirates,L,-0.154320988,-83.4,0.2,0.001,-3.63,0.3
Giants,Reds,W,-0.117283951,-55.7,3.4,-0.002,-0.78,3.2
Braves,Mets,W,0.114676789,85.3,1.3,-0.009,2.47,0.4
Angels,Brewers,L,-0.00617284,-33.8,9.1,-0.016,0.22,7.5
Nationals,Royals,L,-0.086419753,-77.6,0,0.005,-3.01,0.5
Mariners,Athletics,L,-0.104938272,-140.2,-1.7,-0.013,-1.59,-3
Rockies,Padres,L,-0.043209877,-35.4,3.7,-0.04,-0.38,-0.3
Tigers,Indians,W,0.049689441,14.3,-1.1,-0.005,2.42,-1.6
Yankees,Orioles,L,0.030864198,65,2.1,0.004,-2.64,2.5
Rangers,BlueJays,W,-0.037037037,28.6,1.9,-0.014,2.21,0.5
Dodgers,Rays,W,-0.141975309,6.2,3.1,-0.006,-2.3,2.5
RedSox,WhiteSox,L,-0.092592593,-147.7,2.6,-0.025,-1.78,0.1
Twins,Astros,W,0.154320988,27.3,0.6,-0.004,2.67,0.2
Phillies,Cardinals,W,0.092592593,159.6,-1.8,0.015,-0.76,-0.3
Phillies,Cardinals,W,0.092592593,159.6,-1.8,0.015,-0.76,-0.3
Tigers,Indians,W,0.049689441,14.3,-1.1,-0.005,2.42,-1.6
Yankees,Orioles,W,0.030864198,65,2.1,0.004,-2.64,2.5
Rangers,BlueJays,W,-0.037037037,28.6,1.9,-0.014,2.21,0.5
Brewers,Reds,W,-0.030864198,-20.2,-4.4,0.012,1.41,-3.2
Nationals,Cubs,W,0.049382716,63,0.9,0,-0.57,0.9
RedSox,WhiteSox,L,-0.092592593,-147.7,2.6,-0.025,-1.78,0.1
Mariners,Astros,L,-0.012345679,-38.5,2.7,-0.012,1.26,1.5
Mets,Padres,W,-0.117283951,-54.3,3.7,-0.011,-2.54,2.6
Rockies,Giants,L,0.074074074,19.4,-3.6,-0.017,0.87,-5.3
Nationals,Cubs,W,0.049382716,63,0.9,0,-0.57,0.9
RedSox,Yankees,W,-0.055555556,-164.6,1.2,-0.03,0.86,-1.8
Dodgers,BlueJays,W,-0.012345679,31.8,0.5,-0.001,-3.51,0.4
Royals,Indians,W,0.083850932,114.3,0,0.001,2.05,0.1
Brewers,Reds,W,-0.030864198,-20.2,-4.4,0.012,1.41,-3.2
Phillies,Marlins,W,0.052411625,85.8,-3.2,0.023,0.71,-0.9
Rangers,Tigers,L,-0.052258262,29.9,1.3,0.005,1.56,1.8
Twins,WhiteSox,W,0.117283951,-1.8,-1.8,0.006,0.63,-1.2
Mariners,Astros,W,-0.012345679,-38.5,2.7,-0.012,1.26,1.5
Pirates,Cardinals,L,0.049382716,47.4,-0.1,-0.002,1.16,-0.3
Rays,Angels,L,0.037037037,-14.1,-8.1,0.017,-3.62,-6.4
Rockies,Giants,W,0.074074074,19.4,-3.6,-0.017,0.87,-5.3
Mets,Padres,W,-0.117283951,-54.3,3.7,-0.011,-2.54,2.6
RedSox,Yankees,W,-0.055555556,-164.6,1.2,-0.03,0.86,-1.8
Athletics,Orioles,L,0.12345679,120.7,2.7,0.01,0.81,3.7
Athletics,Orioles,W,0.12345679,120.7,2.7,0.01,0.81,3.7
Dodgers,BlueJays,L,-0.012345679,31.8,0.5,-0.001,-3.51,0.4
Rangers,Tigers,L,-0.052258262,29.9,1.3,0.005,1.56,1.8
Pirates,Cardinals,W,0.049382716,47.4,-0.1,-0.002,1.16,-0.3
Rockies,Giants,W,0.074074074,19.4,-3.6,-0.017,0.87,-5.3
Nationals,Cubs,W,0.049382716,63,0.9,0,-0.57,0.9
Royals,Indians,L,0.083850932,114.3,0,0.001,2.05,0.1
Brewers,Reds,L,-0.030864198,-20.2,-4.4,0.012,1.41,-3.2
Twins,WhiteSox,W,0.117283951,-1.8,-1.8,0.006,0.63,-1.2
Phillies,Marlins,L,0.052411625,85.8,-3.2,0.023,0.71,-0.9
Mariners,Astros,L,-0.012345679,-38.5,2.7,-0.012,1.26,1.5
Mets,Padres,L,-0.117283951,-54.3,3.7,-0.011,-2.54,2.6
Rays,Angels,L,0.037037037,-14.1,-8.1,0.017,-3.62,-6.4
Dodgers,BlueJays,L,-0.012345679,31.8,0.5,-0.001,-3.51,0.4
Royals,Indians,W,0.083850932,114.3,0,0.001,2.05,0.1
Brewers,Reds,L,-0.030864198,-20.2,-4.4,0.012,1.41,-3.2
Phillies,Marlins,L,0.052411625,85.8,-3.2,0.023,0.71,-0.9
Rangers,Tigers,L,-0.052258262,29.9,1.3,0.005,1.56,1.8
Athletics,Orioles,W,0.12345679,120.7,2.7,0.01,0.81,3.7
Twins,WhiteSox,W,0.117283951,-1.8,-1.8,0.006,0.63,-1.2
Mariners,Astros,W,-0.012345679,-38.5,2.7,-0.012,1.26,1.5
Pirates,Cardinals,L,0.049382716,47.4,-0.1,-0.002,1.16,-0.3
Nationals,Cubs,W,0.049382716,63,0.9,0,-0.57,0.9
Rays,Angels,L,0.037037037,-14.1,-8.1,0.017,-3.62,-6.4
Rockies,Giants,L,0.074074074,19.4,-3.6,-0.017,0.87,-5.3
Mets,Padres,L,-0.117283951,-54.3,3.7,-0.011,-2.54,2.6
RedSox,Yankees,L,-0.055555556,-164.6,1.2,-0.03,0.86,-1.8
Tigers,Nationals,W,0.052258262,-22.4,-1.1,-0.011,3.38,-2.2
Royals,Yankees,W,0.018518519,38.5,-0.6,-0.009,2.25,-1.5
Brewers,Marlins,W,0.040065946,5.6,-5.7,0.019,3.35,-3.8
Athletics,RedSox,W,0.148148148,220.3,-0.6,0.036,2.59,3
Pirates,Reds,W,-0.061728395,-52.2,-0.2,-0.001,0.69,-0.3
WhiteSox,Rangers,L,0.104938272,14.7,-1,0.005,-1.54,-0.5
Indians,Astros,W,-0.065332413,-29.8,3.2,-0.015,-0.4,1.7
Mets,Dodgers,L,0.024691358,6.7,0.1,0.003,2.22,0.4
Rays,Mariners,W,0.111111111,49.9,-3.8,0.016,-1.1,-2.2
BlueJays,Giants,L,-0.012345679,-38,-4.2,0.01,0,-3.2
Tigers,Nationals,L,0.052258262,-22.4,-1.1,-0.011,3.38,-2.2
Royals,Yankees,W,0.018518519,38.5,-0.6,-0.009,2.25,-1.5
Brewers,Marlins,L,0.040065946,5.6,-5.7,0.019,3.35,-3.8
Athletics,RedSox,W,0.148148148,220.3,-0.6,0.036,2.59,3
Phillies,Braves,L,-0.015911356,29.9,-3,0.015,-1.63,-1.5
WhiteSox,Rangers,W,0.104938272,14.7,-1,0.005,-1.54,-0.5
Padres,Cubs,W,0.216049383,134.7,-3.9,0.021,3.41,-1.8
Orioles,Twins,L,-0.185185185,-46.3,1.1,-0.005,-0.63,0.6
Indians,Astros,L,-0.065332413,-29.8,3.2,-0.015,-0.4,1.7
Cardinals,Angels,L,-0.074074074,-45.6,-4.8,0.005,-2.1,-4.3
Mets,Dodgers,W,0.024691358,6.7,0.1,0.003,2.22,0.4
Rays,Mariners,W,0.111111111,49.9,-3.8,0.016,-1.1,-2.2
BlueJays,Giants,L,-0.012345679,-38,-4.2,0.01,0,-3.2
Padres,Cubs,L,0.216049383,134.7,-3.9,0.021,3.41,-1.8
Padres,Cubs,L,0.216049383,134.7,-3.9,0.021,3.41,-1.8
Orioles,Twins,L,-0.185185185,-46.3,1.1,-0.005,-0.63,0.6
WhiteSox,Rangers,W,0.104938272,14.7,-1,0.005,-1.54,-0.5
Indians,Astros,W,-0.065332413,-29.8,3.2,-0.015,-0.4,1.7
Rays,Mariners,W,0.111111111,49.9,-3.8,0.016,-1.1,-2.2
BlueJays,Giants,W,-0.012345679,-38,-4.2,0.01,0,-3.2
Tigers,Nationals,W,0.052258262,-22.4,-1.1,-0.011,3.38,-2.2
Royals,Yankees,L,0.018518519,38.5,-0.6,-0.009,2.25,-1.5
Brewers,Marlins,W,0.040065946,5.6,-5.7,0.019,3.35,-3.8
Athletics,RedSox,W,0.148148148,220.3,-0.6,0.036,2.59,3
Phillies,Braves,W,-0.015911356,29.9,-3,0.015,-1.63,-1.5
Pirates,Reds,L,-0.061728395,-52.2,-0.2,-0.001,0.69,-0.3
Cardinals,Angels,L,-0.074074074,-45.6,-4.8,0.005,-2.1,-4.3
Mets,Dodgers,L,0.024691358,6.7,0.1,0.003,2.22,0.4
Tigers,Orioles,W,0.015221225,3.5,0.4,-0.011,-0.02,-0.7
Royals,Yankees,W,0.018518519,38.5,-0.6,-0.009,2.25,-1.5
Astros,RedSox,W,0.055555556,118.6,-5,0.035,-0.26,-1.5
Phillies,Braves,L,-0.015911356,29.9,-3,0.015,-1.63,-1.5
Padres,Brewers,L,0.030864198,19.3,0.5,0.009,-0.94,1.4
Cardinals,Angels,L,-0.074074074,-45.6,-4.8,0.005,-2.1,-4.3
Mets,Dodgers,W,0.024691358,6.7,0.1,0.003,2.22,0.4
Pirates,Cubs,W,0.154320988,83.4,-0.2,-0.001,3.63,-0.3
WhiteSox,Yankees,L,0.037037037,-16.9,-1.4,-0.005,2.64,-1.9
Reds,Phillies,W,0.018518519,-60,1.9,-0.016,1.23,0.3
Tigers,Orioles,W,0.015221225,3.5,0.4,-0.011,-0.02,-0.7
Marlins,Nationals,W,0.095736523,46.8,0.4,-0.007,1.57,-0.3
Astros,RedSox,L,0.055555556,118.6,-5,0.035,-0.26,-1.5
Twins,Indians,W,0.219653401,57.1,-2.6,0.011,3.07,-1.5
Athletics,Rays,L,-0.00617284,90.3,5.5,-0.003,2.69,5.2
BlueJays,Rangers,L,0.037037037,-28.6,-1.9,0.014,-2.21,-0.5
Padres,Brewers,W,0.030864198,19.3,0.5,0.009,-0.94,1.4
Braves,Royals,W,0.077639752,25.1,0.2,0.006,0.9,0.8
Mets,Rockies,W,-0.074074074,-18.9,0,0.029,-2.16,2.9
Angels,Mariners,L,0.074074074,64,4.3,-0.001,2.52,4.2
Cardinals,Dodgers,W,0.030864198,-37.7,0.2,-0.006,3.82,-0.4
WhiteSox,Yankees,W,0.037037037,-16.9,-1.4,-0.005,2.64,-1.9
Astros,RedSox,W,0.055555556,118.6,-5,0.035,-0.26,-1.5
Marlins,Nationals,W,0.095736523,46.8,0.4,-0.007,1.57,-0.3
Marlins,Nationals,L,0.095736523,46.8,0.4,-0.007,1.57,-0.3
Pirates,Cubs,W,0.154320988,83.4,-0.2,-0.001,3.63,-0.3
Twins,Indians,L,0.219653401,57.1,-2.6,0.011,3.07,-1.5
Athletics,Rays,W,-0.00617284,90.3,5.5,-0.003,2.69,5.2
Reds,Phillies,W,0.018518519,-60,1.9,-0.016,1.23,0.3
Tigers,Orioles,W,0.015221225,3.5,0.4,-0.011,-0.02,-0.7
Padres,Brewers,L,0.030864198,19.3,0.5,0.009,-0.94,1.4
Braves,Royals,L,0.077639752,25.1,0.2,0.006,0.9,0.8
BlueJays,Rangers,W,0.037037037,-28.6,-1.9,0.014,-2.21,-0.5
Mets,Rockies,W,-0.074074074,-18.9,0,0.029,-2.16,2.9
Angels,Mariners,L,0.074074074,64,4.3,-0.001,2.52,4.2
Cardinals,Dodgers,W,0.030864198,-37.7,0.2,-0.006,3.82,-0.4
WhiteSox,Yankees,W,0.037037037,-16.9,-1.4,-0.005,2.64,-1.9
Twins,Indians,L,0.219653401,57.1,-2.6,0.011,3.07,-1.5
Athletics,Rays,L,-0.00617284,90.3,5.5,-0.003,2.69,5.2
Reds,Phillies,L,0.018518519,-60,1.9,-0.016,1.23,0.3
Tigers,Orioles,L,0.015221225,3.5,0.4,-0.011,-0.02,-0.7
Astros,RedSox,W,0.055555556,118.6,-5,0.035,-0.26,-1.5
Marlins,Nationals,L,0.095736523,46.8,0.4,-0.007,1.57,-0.3
Padres,Brewers,W,0.030864198,19.3,0.5,0.009,-0.94,1.4
Braves,Royals,W,0.077639752,25.1,0.2,0.006,0.9,0.8
Pirates,Cubs,L,0.154320988,83.4,-0.2,-0.001,3.63,-0.3
BlueJays,Rangers,W,0.037037037,-28.6,-1.9,0.014,-2.21,-0.5
Angels,Mariners,L,0.074074074,64,4.3,-0.001,2.52,4.2
Mets,Rockies,W,-0.074074074,-18.9,0,0.029,-2.16,2.9
Cardinals,Dodgers,L,0.030864198,-37.7,0.2,-0.006,3.82,-0.4
Reds,Indians,W,0.164097845,109.3,-0.9,0.006,2.55,-0.3
Braves,Pirates,W,0.059121233,82.3,1.3,0.002,-0.29,1.5
Marlins,Phillies,L,-0.052411625,-85.8,3.2,-0.023,-0.71,0.9
Rays,BlueJays,L,0.12962963,25.6,-2.6,0.005,-1.21,-2.1
Twins,Tigers,W,0.16996396,42.8,-1.5,0.016,0.65,0.1
Rangers,Athletics,W,-0.160493827,-87.3,-1,-0.016,0.73,-2.6
Angels,Dodgers,L,0.104938272,7.9,5,-0.011,5.92,3.9
Reds,Indians,W,0.164097845,109.3,-0.9,0.006,2.55,-0.3
Braves,Pirates,W,0.059121233,82.3,1.3,0.002,-0.29,1.5
Marlins,Phillies,W,-0.052411625,-85.8,3.2,-0.023,-0.71,0.9
Mariners,Orioles,L,0.018518519,-19.5,1,-0.003,-0.78,0.7
Rays,BlueJays,L,0.12962963,25.6,-2.6,0.005,-1.21,-2.1
Twins,Tigers,W,0.16996396,42.8,-1.5,0.016,0.65,0.1
Nationals,Mets,W,-0.049382716,-17.4,1.1,-0.01,-1.44,0.1
Cubs,Brewers,W,-0.185185185,-115.4,4.4,-0.012,-4.35,3.2
Astros,WhiteSox,L,-0.037037037,-29.1,-2.4,0.01,-2.04,-1.4
RedSox,Royals,W,-0.074074074,-203.1,1.8,-0.021,-1.39,-0.3
Rockies,Cardinals,L,0.067901235,63.3,-0.1,-0.02,0.56,-2.1
Rangers,Athletics,W,-0.160493827,-87.3,-1,-0.016,0.73,-2.6
Angels,Dodgers,W,0.104938272,7.9,5,-0.011,5.92,3.9
Giants,Padres,L,-0.117283951,-54.8,7.3,-0.023,-1.25,5
Marlins,Phillies,W,-0.052411625,-85.8,3.2,-0.023,-0.71,0.9
Twins,Tigers,W,0.16996396,42.8,-1.5,0.016,0.65,0.1
RedSox,Royals,W,-0.074074074,-203.1,1.8,-0.021,-1.39,-0.3
RedSox,Royals,L,-0.074074074,-203.1,1.8,-0.021,-1.39,-0.3
Rangers,Athletics,W,-0.160493827,-87.3,-1,-0.016,0.73,-2.6
Braves,Pirates,L,0.059121233,82.3,1.3,0.002,-0.29,1.5
Mariners,Orioles,W,0.018518519,-19.5,1,-0.003,-0.78,0.7
Rays,BlueJays,L,0.12962963,25.6,-2.6,0.005,-1.21,-2.1
Indians,Reds,L,-0.164097845,-109.3,0.9,-0.006,-2.55,0.3
Nationals,Mets,L,-0.049382716,-17.4,1.1,-0.01,-1.44,0.1
Cubs,Brewers,L,-0.185185185,-115.4,4.4,-0.012,-4.35,3.2
Astros,WhiteSox,L,-0.037037037,-29.1,-2.4,0.01,-2.04,-1.4
Rockies,Cardinals,W,0.067901235,63.3,-0.1,-0.02,0.56,-2.1
Dodgers,Angels,W,-0.104938272,-7.9,-5,0.011,-5.92,-3.9
Giants,Padres,L,-0.117283951,-54.8,7.3,-0.023,-1.25,5
Mariners,Orioles,L,0.018518519,-19.5,1,-0.003,-0.78,0.7
Cubs,Brewers,W,-0.185185185,-115.4,4.4,-0.012,-4.35,3.2
Braves,Pirates,W,0.059121233,82.3,1.3,0.002,-0.29,1.5
Indians,Reds,L,-0.164097845,-109.3,0.9,-0.006,-2.55,0.3
Nationals,Mets,L,-0.049382716,-17.4,1.1,-0.01,-1.44,0.1
Rockies,Cardinals,W,0.067901235,63.3,-0.1,-0.02,0.56,-2.1
Astros,WhiteSox,W,-0.037037037,-29.1,-2.4,0.01,-2.04,-1.4
BlueJays,Twins,L,-0.185185185,-41.5,0.9,0.003,-1.3,1.2
Giants,Padres,L,-0.117283951,-54.8,7.3,-0.023,-1.25,5
Dodgers,Angels,W,-0.104938272,-7.9,-5,0.011,-5.92,-3.9
Yankees,Athletics,L,-0.092592593,-55.7,-0.6,-0.006,-3.45,-1.2
Braves,Phillies,L,0.015911356,-29.9,3,-0.015,1.63,1.5
Rockies,Pirates,W,0.018518519,15.9,0,-0.018,-0.6,-1.8
Indians,RedSox,L,-0.009776858,88.8,-1.8,0.02,-0.66,0.2
Brewers,Mets,W,0.086419753,35,-4.2,0.002,3.48,-4
Mariners,Reds,L,-0.111111111,-118,0.4,-0.003,-0.89,0.1
Rays,Tigers,L,0.114408404,26.9,-3.2,0.024,-1.86,-0.8
Nationals,Marlins,L,-0.095736523,-46.8,-0.4,0.007,-1.57,0.3
Royals,WhiteSox,L,-0.018518519,55.4,0.8,-0.004,-0.39,0.4
Rangers,Astros,L,-0.067901235,14.4,3.4,-0.015,3.58,1.9
BlueJays,Twins,L,-0.185185185,-41.5,0.9,0.003,-1.3,1.2
Yankees,Athletics,L,-0.092592593,-55.7,-0.6,-0.006,-3.45,-1.2
Orioles,Angels,L,-0.092592593,-44.5,-5.3,0.004,-1.74,-4.9
Cubs,Giants,L,-0.098765432,-79.9,-3.4,0.002,-2.16,-3.2
Dodgers,Padres,W,-0.141975309,-61,3.6,-0.014,-4.76,2.2
Royals,WhiteSox,L,-0.018518519,55.4,0.8,-0.004,-0.39,0.4
BlueJays,Twins,W,-0.185185185,-41.5,0.9,0.003,-1.3,1.2
Braves,Phillies,L,0.015911356,-29.9,3,-0.015,1.63,1.5
Indians,RedSox,W,-0.009776858,88.8,-1.8,0.02,-0.66,0.2
Rockies,Pirates,L,0.018518519,15.9,0,-0.018,-0.6,-1.8
Yankees,Athletics,L,-0.092592593,-55.7,-0.6,-0.006,-3.45,-1.2
Brewers,Mets,W,0.086419753,35,-4.2,0.002,3.48,-4
Mariners,Reds,L,-0.111111111,-118,0.4,-0.003,-0.89,0.1
Rays,Tigers,W,0.114408404,26.9,-3.2,0.024,-1.86,-0.8
Cubs,Giants,W,-0.098765432,-79.9,-3.4,0.002,-2.16,-3.2
Rangers,Astros,L,-0.067901235,14.4,3.4,-0.015,3.58,1.9
Nationals,Marlins,W,-0.095736523,-46.8,-0.4,0.007,-1.57,0.3
Orioles,Angels,L,-0.092592593,-44.5,-5.3,0.004,-1.74,-4.9
Dodgers,Padres,W,-0.141975309,-61,3.6,-0.014,-4.76,2.2
Brewers,Mets,W,0.086419753,35,-4.2,0.002,3.48,-4
Mariners,Reds,L,-0.111111111,-118,0.4,-0.003,-0.89,0.1
Rays,Tigers,W,0.114408404,26.9,-3.2,0.024,-1.86,-0.8
Nationals,Marlins,L,-0.095736523,-46.8,-0.4,0.007,-1.57,0.3
Braves,Phillies,W,0.015911356,-29.9,3,-0.015,1.63,1.5
Indians,RedSox,W,-0.009776858,88.8,-1.8,0.02,-0.66,0.2
Royals,WhiteSox,W,-0.018518519,55.4,0.8,-0.004,-0.39,0.4
Rangers,Astros,L,-0.067901235,14.4,3.4,-0.015,3.58,1.9
BlueJays,Twins,L,-0.185185185,-41.5,0.9,0.003,-1.3,1.2
Orioles,Angels,W,-0.092592593,-44.5,-5.3,0.004,-1.74,-4.9
Yankees,Athletics,L,-0.092592593,-55.7,-0.6,-0.006,-3.45,-1.2
Dodgers,Padres,L,-0.141975309,-61,3.6,-0.014,-4.76,2.2
Cubs,Giants,W,-0.098765432,-79.9,-3.4,0.002,-2.16,-3.2
Rockies,Pirates,W,0.018518519,15.9,0,-0.018,-0.6,-1.8
Indians,WhiteSox,W,-0.10236945,-58.9,0.8,-0.005,-2.44,0.3
Indians,WhiteSox,L,-0.10236945,-58.9,0.8,-0.005,-2.44,0.3
Mets,Nationals,L,0.049382716,17.4,-1.1,0.01,1.44,-0.1
Phillies,Tigers,W,0.095889886,155,-1.7,0.027,-1.1,1
Rays,Marlins,W,0.070930143,-42.3,-4.7,0.02,-0.05,-2.7
